event_type,event_cause,requires_road_closure,zone,latitude,longitude,hour,day,month,weekday,weekofyear,Risk_Probability,Risk_Score,Risk_Category,Congestion_Score,Estimated_Delay_Minutes,Police_Personnel,Barricades,Diversion_Routes
7704,365,0,4728,13.0192626,77.6191858,5.0,17.0,3.0,6.0,11,0.42979444348485946,42.98,Low,38.681999999999995,28,2,2,0
7704,365,0,233,12.91861725,77.58946,23.0,16.0,1.0,1.0,3,0.003898396301492235,0.39,Low,0.35100000000000003,5,2,2,0
7704,4894,0,358,12.975301,77.5528909,4.0,30.0,11.0,3.0,48,0.9782039939199889,97.82,High,88.038,57,12,15,4
7704,4894,0,4728,13.0197621,77.7088026,5.0,14.0,2.0,2.0,7,0.0009385659360157082,0.09,Low,0.081,5,2,2,0
7704,4894,0,4728,13.0309486,77.630687,21.0,29.0,1.0,0.0,5,0.9762370684518195,97.62,High,87.858,57,12,15,4
7704,4894,0,4728,12.95385622,77.54328959,21.0,3.0,4.0,2.0,14,0.9273778859040132,92.74,High,83.466,55,8,10,2
7704,4894,0,4728,12.9884265,77.6894444,22.0,28.0,2.0,2.0,9,0.5346362373998914,53.46,Medium,48.114000000000004,33,4,4,1
7704,537,0,354,12.9274491,77.6214064,21.0,9.0,11.0,3.0,45,0.9513418506532665,95.13,High,85.617,56,12,15,4
467,72,1,623,12.96781849,77.58867461,8.0,15.0,3.0,3.0,12,0.8896473949713204,88.96,High,90.064,59,12,15,4
7704,638,0,4728,12.9458182,77.5953985,20.0,1.0,4.0,0.0,14,0.044104125510821345,4.41,Low,3.9690000000000003,7,2,2,0
7704,4894,0,354,12.8823232,77.5958214,6.0,23.0,12.0,5.0,51,0.9775341052843388,97.75,High,87.97500000000001,57,12,15,4
7704,4894,0,623,12.960184,77.556547,20.0,26.0,12.0,1.0,52,0.9527890376566279,95.28,High,85.75200000000001,56,12,15,4
7704,4894,0,4728,12.9498102,77.5960911,0.0,23.0,1.0,1.0,4,0.12312852200963134,12.31,Low,11.079,11,2,2,0
7704,4894,0,253,12.9290021,77.6826011,20.0,15.0,11.0,2.0,46,0.9862788166514025,98.63,High,88.767,58,12,15,4
7704,4894,0,432,12.93894976,77.52299739,7.0,6.0,12.0,2.0,49,0.9635640944798132,96.36,High,86.724,57,12,15,4
7704,4894,0,4728,13.0143908,77.5836271,5.0,21.0,3.0,3.0,12,0.9877169566961221,98.77,High,88.893,58,12,15,4
7704,537,0,233,12.916735,77.5950683,21.0,13.0,11.0,0.0,46,0.10356936321585211,10.36,Low,9.324,10,2,2,0
7704,458,0,4728,12.9123815,77.5672185,3.0,24.0,2.0,5.0,8,0.9448731823550869,94.49,High,85.041,56,12,15,4
7704,4894,0,623,12.9757999,77.5874675,1.0,1.0,12.0,4.0,48,0.2351072125062233,23.51,Low,21.159000000000002,17,2,2,0
7704,480,1,4728,13.0699598,77.6206606,8.0,15.0,3.0,3.0,12,0.11904603714165954,11.9,Low,20.71,17,2,2,0
7704,365,0,318,13.0705405,77.6365085,4.0,19.0,12.0,1.0,51,0.6424945293377131,64.25,Medium,57.825,39,4,4,1
7704,170,0,4728,13.0275017,77.6618648,3.0,16.0,2.0,4.0,7,0.22961912211558716,22.96,Low,20.664,17,2,2,0
7704,4894,0,623,12.9635304,77.5842367,7.0,2.0,1.0,1.0,1,0.990441325806743,99.04,High,89.13600000000001,58,12,15,4
7704,4894,0,4728,12.9743968,77.577995,10.0,17.0,2.0,5.0,7,0.019520886469576414,1.95,Low,1.755,6,2,2,0
7704,638,0,432,12.95122,77.5212583,21.0,30.0,11.0,3.0,48,0.5919403453482155,59.19,Medium,53.271,36,4,4,1
7704,458,0,269,12.9387846,77.634508,20.0,22.0,11.0,2.0,47,0.7941447256650442,79.41,Medium,71.469,47,8,10,2
7704,4894,0,358,13.0012166,77.5840582,4.0,31.0,12.0,6.0,52,0.9929774802541251,99.3,High,89.37,58,12,15,4
7704,638,0,623,12.9837139,77.592678,1.0,20.0,12.0,2.0,51,0.8702472222349276,87.02,High,78.318,51,8,10,2
7704,638,0,318,13.0418933,77.594705,19.0,26.0,12.0,1.0,52,0.9936131598373492,99.36,High,89.424,58,12,15,4
7704,4894,0,4728,13.0535731,77.4855326,8.0,7.0,1.0,6.0,1,0.0006329690953701264,0.06,Low,0.054,5,2,2,0
7704,136,0,4728,13.0411978,77.617024,4.0,13.0,3.0,2.0,11,0.9799689021804292,98.0,High,88.2,57,12,15,4
7704,4894,0,4728,12.9841504,77.6417045,20.0,28.0,3.0,3.0,13,0.9821972493415676,98.22,High,88.398,58,12,15,4
7704,638,0,4728,13.0246483,77.5852377,4.0,7.0,2.0,2.0,6,0.9657278847136813,96.57,High,86.913,57,12,15,4
7704,4894,0,190,12.997415,77.6640825,7.0,15.0,12.0,4.0,50,0.9314419380114859,93.14,High,83.82600000000001,55,8,10,2
7704,4894,0,4728,12.91698635,77.67344311,3.0,3.0,4.0,2.0,14,0.35513398587383743,35.51,Low,31.959,24,2,2,0
7704,458,0,4728,12.9718029,77.595009,7.0,6.0,4.0,5.0,14,0.8640572171221524,86.41,High,77.769,51,8,10,2
7704,4894,0,4728,13.0593546,77.4646599,20.0,11.0,1.0,3.0,2,0.000360693765859002,0.04,Low,0.036000000000000004,5,2,2,0
7704,638,1,4728,12.9758543,77.5880734,4.0,13.0,3.0,2.0,11,0.1298406204267702,12.98,Low,21.682000000000002,18,2,2,0
7704,4894,0,4728,12.9884485,77.4728568,4.0,25.0,3.0,0.0,13,0.15588152298157787,15.59,Low,14.031,13,2,2,0
7704,365,0,233,12.91861725,77.58946,23.0,16.0,1.0,1.0,3,0.003898396301492235,0.39,Low,0.35100000000000003,5,2,2,0
7704,4894,0,4728,12.8395194,77.6775618,10.0,16.0,3.0,5.0,11,0.003040427991615589,0.3,Low,0.27,5,2,2,0
7704,4894,0,4728,12.9769023,77.6092478,0.0,25.0,3.0,0.0,13,0.961806162740435,96.18,High,86.56200000000001,56,12,15,4
7704,4894,0,4728,12.8412305,77.6491021,4.0,7.0,4.0,6.0,14,0.24716132603606705,24.72,Low,22.248,18,2,2,0
7704,4894,0,4728,12.99965,77.67486,20.0,26.0,2.0,0.0,9,0.6588092676015107,65.88,Medium,59.291999999999994,40,4,4,1
7704,4894,0,432,13.037816,77.5222282,3.0,10.0,1.0,2.0,2,0.9825785667353376,98.26,High,88.43400000000001,58,12,15,4
7704,170,0,190,13.0376493,77.6521579,4.0,16.0,12.0,5.0,50,0.2270495058602971,22.7,Low,20.43,17,2,2,0
7704,284,0,4728,13.0616295,77.5761282,5.0,20.0,2.0,1.0,8,0.04171509694492936,4.17,Low,3.753,7,2,2,0
7704,4894,0,190,13.0003154,77.6764894,1.0,4.0,1.0,3.0,1,0.9084420531160042,90.84,High,81.756,54,8,10,2
7704,4894,0,4728,12.9809837,77.6111124,6.0,23.0,2.0,4.0,8,0.8589645474349681,85.9,High,77.31,51,8,10,2
7704,284,1,4728,12.9354043,77.5848702,0.0,25.0,3.0,0.0,13,0.02394686435808288,2.39,Low,12.151,12,2,2,0
7704,4894,0,358,12.9756365,77.5404412,22.0,19.0,12.0,1.0,51,0.9661116391355671,96.61,High,86.949,57,12,15,4
7704,4894,0,4728,13.0533971,77.7620991,3.0,29.0,12.0,4.0,52,1.204043696252119e-05,0.0,Low,0.0,5,2,2,0
7704,4894,0,269,12.9999986,77.6634061,21.0,16.0,1.0,1.0,3,0.8907644225165974,89.08,High,80.172,53,8,10,2
7704,4894,0,4728,12.9614333,77.5606533,21.0,6.0,2.0,1.0,6,0.942866416167052,94.29,High,84.861,55,8,10,2
7704,638,0,432,12.90647884,77.47296808,4.0,28.0,12.0,3.0,52,0.9175777433049903,91.76,High,82.584,54,8,10,2
7704,4894,0,4728,13.0272048,77.5858748,21.0,16.0,3.0,5.0,11,0.9562041895518845,95.62,High,86.058,56,12,15,4
7704,72,1,318,13.0551323,77.6009435,5.0,18.0,12.0,0.0,51,0.10693765889085285,10.69,Low,19.621000000000002,16,2,2,0
7704,4894,0,358,13.0113427,77.5834938,9.0,8.0,12.0,4.0,49,0.9803017124435423,98.03,High,88.227,57,12,15,4
7704,4894,0,358,13.0106783,77.5837517,19.0,30.0,11.0,3.0,48,0.9856966744494484,98.57,High,88.713,58,12,15,4
7704,4894,0,4728,12.9151685,77.5998241,6.0,2.0,4.0,1.0,14,0.955458921622472,95.55,High,85.995,56,12,15,4
7704,638,0,318,13.0383584,77.6259551,4.0,1.0,12.0,4.0,48,0.9893341856943194,98.93,High,89.037,58,12,15,4
7704,4894,0,4728,13.0436361,77.6023637,4.0,13.0,3.0,2.0,11,0.9886131508797319,98.86,High,88.974,58,12,15,4
7704,4894,0,318,13.0559425,77.5932944,1.0,14.0,1.0,6.0,2,0.9833427329890153,98.33,High,88.497,58,12,15,4
467,84,1,4728,12.90331187,77.62725031,8.0,15.0,3.0,3.0,12,0.14692684470743858,14.69,Low,23.221,18,2,2,0
7704,4894,0,354,12.9183015,77.6419329,0.0,27.0,11.0,0.0,48,0.9756729253402672,97.57,High,87.813,57,12,15,4
7704,638,0,4728,12.9137307,77.6775918,22.0,2.0,2.0,4.0,5,0.024921753998446785,2.49,Low,2.241,6,2,2,0
7704,4894,0,4728,13.0655886,77.4536892,5.0,10.0,12.0,6.0,49,0.00048631526202134393,0.05,Low,0.045000000000000005,5,2,2,0
7704,458,0,4728,12.9247117,77.6180436,5.0,7.0,3.0,3.0,10,0.9199271628920745,91.99,High,82.791,54,8,10,2
7704,4894,0,4728,13.0087159,77.5711199,4.0,16.0,3.0,5.0,11,0.016965637062237762,1.7,Low,1.53,5,2,2,0
7704,537,0,4728,12.9161187,77.5856548,21.0,7.0,3.0,3.0,10,0.05128266348808354,5.13,Low,4.617,7,2,2,0
7704,537,0,354,12.9250727,77.6176665,0.0,16.0,12.0,5.0,50,0.9578976520852982,95.79,High,86.21100000000001,56,12,15,4
7704,638,0,4728,12.98372,77.5970763,4.0,20.0,2.0,1.0,8,0.9483814022880539,94.84,High,85.35600000000001,56,12,15,4
7704,4894,0,190,13.0131625,77.6996626,20.0,26.0,12.0,1.0,52,0.01494012017037732,1.49,Low,1.341,5,2,2,0
7704,638,0,4728,12.9592882,77.5229864,21.0,27.0,1.0,5.0,4,0.6040035622410618,60.4,Medium,54.36,37,4,4,1
7704,4894,0,623,12.9621653,77.5642902,22.0,7.0,12.0,3.0,49,0.8915321245588637,89.15,High,80.23500000000001,53,8,10,2
7704,4894,0,358,12.9457717,77.5273583,19.0,15.0,12.0,4.0,50,0.9880538157616761,98.81,High,88.929,58,12,15,4
7704,4894,0,623,12.9569065,77.5491212,22.0,26.0,11.0,6.0,47,0.9621977770198863,96.22,High,86.598,56,12,15,4
7704,4894,0,432,13.0495297,77.4954996,22.0,19.0,12.0,1.0,51,0.008462834421289523,0.85,Low,0.765,5,2,2,0
7704,4894,0,432,12.9901073,77.5050328,3.0,20.0,11.0,0.0,47,0.9653711475388824,96.54,High,86.88600000000001,57,12,15,4
467,480,0,432,12.9352251,77.5130689,8.0,15.0,3.0,3.0,12,0.8841194025868004,88.41,High,79.569,52,8,10,2
7704,4894,0,4728,13.0168373,77.5840601,23.0,9.0,3.0,5.0,10,0.9891225887842507,98.91,High,89.019,58,12,15,4
7704,638,0,4728,12.9827733,77.5622665,10.0,2.0,2.0,4.0,5,0.1336331104283735,13.36,Low,12.024,12,2,2,0
7704,4894,0,4728,13.0197719,77.7086475,22.0,16.0,3.0,5.0,11,0.0009408694678209389,0.09,Low,0.081,5,2,2,0
7704,537,1,623,12.9284979,77.5925776,5.0,26.0,11.0,6.0,47,0.05425229495204828,5.43,Low,14.887,13,2,2,0
7704,4894,0,4728,12.93699,77.5798083,5.0,4.0,4.0,3.0,14,0.010406991120007106,1.04,Low,0.936,5,2,2,0
7704,4894,0,4728,13.0405183,77.5443817,22.0,1.0,3.0,4.0,9,0.9841121054893369,98.41,High,88.569,58,12,15,4
7704,4894,0,253,12.98424,77.7525821,18.0,29.0,11.0,2.0,48,0.004288030724229713,0.43,Low,0.387,5,2,2,0
7704,4894,0,4728,12.8989189,77.6342551,2.0,24.0,3.0,6.0,12,0.9089788859009515,90.9,High,81.81,54,8,10,2
7704,638,0,4728,13.019261,77.6558323,6.0,7.0,2.0,2.0,6,0.956195292609461,95.62,High,86.058,56,12,15,4
7704,4894,0,4728,13.0494403,77.5929474,1.0,25.0,1.0,3.0,4,0.9884552953766877,98.85,High,88.965,58,12,15,4
7704,4894,0,4728,12.9284472,77.6000362,20.0,18.0,3.0,0.0,12,0.939414008571519,93.94,High,84.546,55,8,10,2
7704,4894,0,318,13.03950563,77.64149464,23.0,29.0,12.0,4.0,52,0.9619428711590464,96.19,High,86.571,56,12,15,4
7704,4894,0,269,12.9580289,77.641463,6.0,19.0,12.0,1.0,51,0.9701526420402949,97.02,High,87.318,57,12,15,4
7704,4894,0,432,13.0397379,77.5185149,1.0,19.0,12.0,1.0,51,0.9840408993810176,98.4,High,88.56,58,12,15,4
7704,284,0,4728,12.9902133,77.766255,7.0,3.0,4.0,2.0,14,0.0002865889748345535,0.03,Low,0.027,5,2,2,0
7704,4894,0,318,12.9967908,77.6141053,7.0,8.0,12.0,4.0,49,0.08014472799994238,8.01,Low,7.209,9,2,2,0
7704,4894,0,4728,12.9664875,77.6078448,9.0,7.0,3.0,3.0,10,0.9426741532594936,94.27,High,84.843,55,8,10,2
7704,4894,0,432,13.0441564,77.5098069,4.0,26.0,11.0,6.0,47,0.9817148192951815,98.17,High,88.35300000000001,58,12,15,4
7704,365,0,4728,12.9764026,77.7103286,21.0,26.0,3.0,1.0,13,0.06128507225561453,6.13,Low,5.517,8,2,2,0
7704,4894,0,4728,13.1770041,77.6364868,5.0,21.0,1.0,6.0,3,0.9869040624437821,98.69,High,88.821,58,12,15,4
7704,136,0,4728,13.041233,77.6223217,20.0,5.0,2.0,0.0,6,0.9792484195640057,97.92,High,88.128,57,12,15,4
7704,4894,0,432,13.025843,77.5446395,3.0,1.0,12.0,4.0,48,0.9157016888786005,91.57,High,82.413,54,8,10,2
7704,4894,1,623,12.9638691,77.5846174,23.0,4.0,1.0,3.0,1,0.9871883289319132,98.72,High,98.848,64,12,15,4
7704,4894,0,4728,12.9979397,77.5839711,10.0,3.0,4.0,2.0,14,0.9845107716735211,98.45,High,88.605,58,12,15,4
7704,4894,0,318,13.0587583,77.6328567,4.0,29.0,12.0,4.0,52,0.9506772938631142,95.07,High,85.563,56,12,15,4
7704,638,0,269,12.9680452,77.6062151,22.0,9.0,12.0,5.0,49,0.9515656907030382,95.16,High,85.644,56,12,15,4
7704,4894,0,354,12.8768347,77.647564,19.0,22.0,12.0,4.0,51,0.9767108970028371,97.67,High,87.903,57,12,15,4
7704,4894,0,432,13.0356208,77.5347383,20.0,27.0,11.0,0.0,48,0.9761191425801817,97.61,High,87.849,57,12,15,4
7704,365,0,4728,13.1330567,77.695735,19.0,24.0,2.0,5.0,8,0.017688635179213673,1.77,Low,1.593,5,2,2,0
7704,284,1,4728,12.8995018,77.5581114,6.0,6.0,4.0,5.0,14,0.018217875433748976,1.82,Low,11.638,11,2,2,0
7704,4894,0,4728,12.9042595,77.601851,5.0,26.0,1.0,4.0,4,0.8943223426181712,89.43,High,80.48700000000001,53,8,10,2
7704,537,0,233,12.9216972,77.5862024,22.0,30.0,12.0,5.0,52,0.06300918933542149,6.3,Low,5.67,8,2,2,0
7704,4894,1,4728,12.9622283,77.5943117,9.0,19.0,1.0,4.0,3,0.395697541791072,39.57,Low,45.613,32,4,4,1
7704,4894,0,623,12.9623447,77.5945534,19.0,9.0,11.0,3.0,45,0.4263127979567308,42.63,Low,38.367000000000004,28,2,2,0
7704,4894,0,623,12.9622758,77.5942584,23.0,7.0,1.0,6.0,1,0.4426372834970774,44.26,Low,39.833999999999996,28,2,2,0
7704,4894,0,4728,12.9661358,77.586864,20.0,11.0,3.0,0.0,11,0.9028189443857443,90.28,High,81.25200000000001,53,8,10,2
7704,365,0,4728,12.8823842,77.7547265,4.0,2.0,12.0,5.0,48,7.958138252915747e-05,0.01,Low,0.009000000000000001,5,2,2,0
7704,4894,0,4728,13.056925,77.4745067,8.0,24.0,3.0,6.0,12,0.00043906305129943644,0.04,Low,0.036000000000000004,5,2,2,0
7704,4894,1,269,12.985467,77.6440847,0.0,30.0,11.0,3.0,48,0.9740625719359007,97.41,High,97.669,63,12,15,4
7704,4894,0,4728,13.0429355,77.5866438,1.0,6.0,2.0,1.0,6,0.998467103347874,99.85,High,89.865,58,12,15,4
7704,4894,0,269,12.9825565,77.6353914,9.0,20.0,12.0,2.0,51,0.9135285522966892,91.35,High,82.215,54,8,10,2
7704,4894,0,432,12.94423,77.4947781,5.0,23.0,11.0,3.0,47,0.05606250325393686,5.61,Low,5.049,8,2,2,0
7704,4894,0,4728,12.9519615,77.4996318,3.0,4.0,2.0,6.0,5,0.03599723380301413,3.6,Low,3.24,6,2,2,0
7704,638,0,4728,12.9830361,77.5972224,23.0,29.0,2.0,3.0,9,0.9401405692712904,94.01,High,84.60900000000001,55,8,10,2
7704,638,0,4728,12.9459336,77.5954659,6.0,9.0,2.0,4.0,6,0.03545453968300359,3.55,Low,3.195,6,2,2,0
7704,4894,0,4728,13.0491629,77.4965455,20.0,6.0,4.0,5.0,14,0.003113162364687974,0.31,Low,0.279,5,2,2,0
7704,365,0,4728,12.8410641,77.6494242,20.0,24.0,11.0,4.0,47,0.14313040797517734,14.31,Low,12.879000000000001,12,2,2,0
7704,480,1,4728,13.0248346,77.5824579,21.0,1.0,3.0,4.0,9,0.5913814966360937,59.14,Medium,63.226,42,4,4,1
467,84,0,358,12.9832488,77.5605833,3.0,9.0,12.0,5.0,49,0.19539931917656478,19.54,Low,17.586,15,2,2,0
7704,458,0,4728,12.9812971,77.5864868,6.0,7.0,3.0,3.0,10,0.047305687372581895,4.73,Low,4.257000000000001,7,2,2,0
467,480,0,318,13.0393868,77.641649,19.0,23.0,12.0,5.0,51,0.9803506444689352,98.04,High,88.236,57,12,15,4
7704,365,0,354,12.8967191,77.5723686,22.0,19.0,12.0,1.0,51,0.07367666643415985,7.37,Low,6.633,8,2,2,0
7704,537,0,4728,12.811303,77.6654876,3.0,16.0,12.0,5.0,50,0.003083473340392511,0.31,Low,0.279,5,2,2,0
7704,4894,0,4728,12.9568266,77.702037,19.0,2.0,4.0,1.0,14,0.9915443627621787,99.15,High,89.23500000000001,58,12,15,4
7704,4894,0,4728,12.9216517,77.6605383,22.0,3.0,4.0,2.0,14,0.9573612075009708,95.74,High,86.166,56,12,15,4
7704,4894,0,4728,13.0801789,77.5023143,21.0,10.0,1.0,2.0,2,0.00931787559257639,0.93,Low,0.8370000000000001,5,2,2,0
7704,4894,0,354,12.9274831,77.6214437,20.0,23.0,12.0,5.0,51,0.9641902722928262,96.42,High,86.778,57,12,15,4
7704,4894,0,623,12.9483534,77.5797302,19.0,21.0,12.0,3.0,51,0.010256769608943292,1.03,Low,0.927,5,2,2,0
7704,365,0,4728,12.9093615,77.627449,17.0,8.0,2.0,3.0,6,0.9385896690261237,93.86,High,84.474,55,8,10,2
7704,4894,0,4728,12.9996339,77.5843205,3.0,31.0,3.0,6.0,13,0.9876668687222645,98.77,High,88.893,58,12,15,4
7704,136,0,623,12.9682367,77.5702465,1.0,15.0,11.0,2.0,46,0.15125731856234836,15.13,Low,13.617,13,2,2,0
7704,4894,0,4728,12.9711709,77.6054721,7.0,24.0,3.0,6.0,12,0.9197298852133171,91.97,High,82.773,54,8,10,2
7704,4894,0,358,13.0157188,77.563033,0.0,29.0,12.0,4.0,52,0.9588603893350568,95.89,High,86.301,56,12,15,4
7704,4894,0,4728,13.0152847,77.5725265,0.0,29.0,3.0,4.0,13,0.056838534348889046,5.68,Low,5.112,8,2,2,0
467,480,0,233,12.8482847,77.5637506,8.0,15.0,3.0,3.0,12,0.03095866493073744,3.1,Low,2.79,6,2,2,0
7704,4894,0,358,12.9987039,77.5421048,23.0,12.0,12.0,1.0,50,0.9332064019987676,93.32,High,83.988,55,8,10,2
7704,136,0,4728,12.9122921,77.5673192,21.0,28.0,3.0,3.0,13,0.9583395921889575,95.83,High,86.247,56,12,15,4
7704,458,1,4728,12.9450178,77.5856504,6.0,7.0,3.0,3.0,10,0.009805919529562366,0.98,Low,10.882,11,2,2,0
7704,4894,0,190,13.0083167,77.6956378,18.0,18.0,1.0,3.0,3,0.022918880907184438,2.29,Low,2.061,6,2,2,0
7704,72,0,4728,13.0051417,77.755105,0.0,18.0,2.0,6.0,7,5.393033908611624e-05,0.01,Low,0.009000000000000001,5,2,2,0
7704,4894,0,432,12.94357128,77.52651089,7.0,3.0,12.0,6.0,48,0.9661029896060646,96.61,High,86.949,57,12,15,4
7704,4894,0,623,12.9787617,77.5849233,8.0,5.0,12.0,1.0,49,0.05301763313350896,5.3,Low,4.77,7,2,2,0
7704,4894,0,413,13.0162615,77.5840649,23.0,24.0,11.0,4.0,47,0.9920217023088326,99.2,High,89.28,58,12,15,4
7704,537,0,4728,12.9948492,77.6159893,19.0,6.0,4.0,5.0,14,0.04548434831724391,4.55,Low,4.095,7,2,2,0
7704,365,0,4728,12.9991066,77.6747282,0.0,4.0,2.0,6.0,5,0.43496462919394063,43.5,Low,39.15,28,2,2,0
7704,4894,0,4728,12.9878213,77.5137227,0.0,27.0,3.0,2.0,13,0.969080745892339,96.91,High,87.219,57,12,15,4
7704,4894,0,4728,12.9517162,77.5401593,0.0,2.0,4.0,1.0,14,0.9821842812243449,98.22,High,88.398,58,12,15,4
7704,4894,0,358,12.9589941,77.527017,22.0,23.0,11.0,3.0,47,0.8800945348183342,88.01,High,79.209,52,8,10,2
7704,365,0,354,12.8756455,77.648981,18.0,28.0,12.0,3.0,52,0.966933322108535,96.69,High,87.021,57,12,15,4
7704,170,0,623,12.9621012,77.5942952,7.0,16.0,11.0,3.0,46,0.25462851326400426,25.46,Low,22.914,18,2,2,0
7704,4894,0,4728,12.9650958,77.5840776,20.0,3.0,4.0,2.0,14,0.9916265662181697,99.16,High,89.244,58,12,15,4
7704,537,0,4728,12.9750397,77.5522543,21.0,6.0,2.0,1.0,6,0.9331609088753968,93.32,High,83.988,55,8,10,2
7704,365,0,318,13.0167911,77.6605001,19.0,21.0,11.0,1.0,47,0.8779309747933914,87.79,High,79.01100000000001,52,8,10,2
7704,4894,0,4728,12.9684536,77.7015652,2.0,26.0,3.0,1.0,13,0.9808455273226396,98.08,High,88.272,57,12,15,4
7704,537,0,354,12.9238759,77.6186135,5.0,16.0,12.0,5.0,50,0.956740774817865,95.67,High,86.10300000000001,56,12,15,4
7704,365,0,233,12.91861725,77.58946,23.0,16.0,1.0,1.0,3,0.003898396301492235,0.39,Low,0.35100000000000003,5,2,2,0
7704,458,0,4728,12.9541386,77.5853718,7.0,29.0,3.0,4.0,13,0.04837275398322871,4.84,Low,4.356,7,2,2,0
7704,4894,0,233,12.8853097,77.5431212,21.0,15.0,1.0,0.0,3,0.0036610165493931035,0.37,Low,0.333,5,2,2,0
7704,638,0,4728,13.0262806,77.5442344,20.0,7.0,3.0,3.0,10,0.9002095612724896,90.02,High,81.018,53,8,10,2
7704,4894,0,358,13.0187672,77.5576035,1.0,7.0,12.0,3.0,49,0.9567233664345643,95.67,High,86.10300000000001,56,12,15,4
7704,4894,0,4728,12.9883029,77.509169,3.0,3.0,2.0,5.0,5,0.9819227883400385,98.19,High,88.371,58,12,15,4
7704,4894,0,4728,13.014946,77.5659894,22.0,23.0,3.0,5.0,12,0.9165420401922904,91.65,High,82.48500000000001,54,8,10,2
7704,638,1,4728,12.989149,77.4716616,4.0,6.0,3.0,2.0,10,0.09731493770500685,9.73,Low,18.757,16,2,2,0
7704,4894,0,4728,12.9619245,77.7016093,21.0,14.0,2.0,2.0,7,0.9769974817635891,97.7,High,87.93,57,12,15,4
7704,4894,0,623,12.9882871,77.5770102,5.0,15.0,12.0,4.0,50,0.02005969473794166,2.01,Low,1.809,6,2,2,0
7704,4894,0,623,12.9761296,77.5644983,1.0,5.0,12.0,1.0,49,0.8500645959331006,85.01,High,76.509,50,8,10,2
7704,365,0,4728,12.9210146,77.6205632,22.0,4.0,3.0,0.0,10,0.9086770276552479,90.87,High,81.783,54,8,10,2
7704,4894,0,4728,12.972293,77.5821863,6.0,17.0,3.0,6.0,11,0.04500482813867756,4.5,Low,4.05,7,2,2,0
7704,480,0,318,13.0421218,77.5939679,12.0,24.0,12.0,6.0,51,0.9966318728202586,99.66,High,89.694,58,12,15,4
7704,365,0,4728,12.912785,77.5589141,9.0,5.0,2.0,0.0,6,0.405590607605808,40.56,Low,36.504000000000005,26,2,2,0
7704,638,0,4728,13.0511382,77.4896909,6.0,19.0,11.0,6.0,46,0.0008972329497994523,0.09,Low,0.081,5,2,2,0
7704,4894,0,623,12.97945013,77.56429952,22.0,1.0,12.0,4.0,48,0.22965463325659213,22.97,Low,20.673,17,2,2,0
7704,4894,0,4728,12.9389754,77.5982845,20.0,3.0,2.0,5.0,5,0.32852312504693326,32.85,Low,29.565,22,2,2,0
7704,4894,0,354,12.9114,77.6264117,5.0,3.0,1.0,2.0,1,0.9716737315463633,97.17,High,87.453,57,12,15,4
7704,537,0,354,12.8806254,77.5963183,22.0,15.0,12.0,4.0,50,0.990719942444853,99.07,High,89.163,58,12,15,4
7704,4894,0,354,12.8775217,77.5953483,23.0,5.0,12.0,1.0,49,0.9660639703695975,96.61,High,86.949,57,12,15,4
7704,4894,0,4728,12.9451182,77.5970652,5.0,6.0,2.0,1.0,6,0.09057192522812502,9.06,Low,8.154,9,2,2,0
7704,4894,0,623,12.9675704,77.5908526,21.0,27.0,12.0,2.0,52,0.9407698790171968,94.08,High,84.672,55,8,10,2
7704,4894,0,413,13.1087122,77.6040177,7.0,11.0,11.0,5.0,45,0.9859181379151075,98.59,High,88.73100000000001,58,12,15,4
7704,4894,0,4728,13.0475167,77.5780073,19.0,27.0,3.0,2.0,13,0.7601319031165454,76.01,Medium,68.409,46,8,10,2
7704,537,0,4728,12.9974709,77.550139,5.0,15.0,3.0,4.0,11,0.9748282539377987,97.48,High,87.732,57,12,15,4
7704,638,0,413,13.0887344,77.5960093,20.0,30.0,12.0,5.0,52,0.967358862377667,96.74,High,87.066,57,12,15,4
7704,4894,0,4728,12.9560094,77.7279445,5.0,10.0,3.0,6.0,10,0.984863679528374,98.49,High,88.64099999999999,58,12,15,4
7704,4894,0,623,12.9641935,77.5698992,6.0,17.0,1.0,2.0,3,0.9638015038528978,96.38,High,86.742,57,12,15,4
7704,4894,0,4728,12.9169898,77.5968145,6.0,19.0,3.0,1.0,12,0.26889224539637235,26.89,Low,24.201,19,2,2,0
7704,284,1,4728,12.9974785,77.5455357,5.0,7.0,3.0,3.0,10,0.6730422806855734,67.3,Medium,70.57,47,8,10,2
467,72,0,4728,12.9360068,77.7070682,23.0,27.0,2.0,1.0,9,0.004169113897068987,0.42,Low,0.378,5,2,2,0
7704,284,1,4728,12.9257168,77.5970916,7.0,9.0,3.0,5.0,10,0.32195616974538754,32.2,Low,38.980000000000004,28,2,2,0
7704,4894,1,413,13.03826,77.54192,11.0,23.0,11.0,3.0,47,0.987917263195843,98.79,High,98.911,64,12,15,4
7704,458,0,4728,12.9871612,77.5803445,7.0,6.0,4.0,5.0,14,0.02958458835076692,2.96,Low,2.664,6,2,2,0
7704,365,0,269,12.9984053,77.663273,5.0,23.0,12.0,5.0,51,0.45285561491495674,45.29,Low,40.761,29,4,4,1
7704,4894,0,358,13.0167089,77.56125,5.0,3.0,12.0,6.0,48,0.9515113103834565,95.15,High,85.635,56,12,15,4
7704,480,0,4728,13.0331905,77.5901915,22.0,7.0,3.0,3.0,10,0.7166375114077694,71.66,Medium,64.494,43,4,4,1
